epoch,step,train_loss
0,49,0.9678717851638794
0,99,0.5301396250724792
0,149,0.494149386882782
0,199,0.5865117907524109
0,249,0.5668644905090332
0,299,0.5770648717880249
0,349,0.4261675179004669
0,399,0.36770403385162354
0,449,0.42577219009399414
0,499,0.7611208558082581
0,549,0.657227635383606
0,599,0.42310887575149536
0,649,0.6794474720954895
0,699,0.6059732437133789
0,749,0.2487417310476303
0,799,0.7253996133804321
